dt_reference;id_city_origin;id_city_destination;freight_cost
22/07/2022;5106224,0;4118204,0;545,0
29/07/2022;5106224,0;4118204,0;510,0
05/08/2022;5106224,0;4118204,0;500,0
19/08/2022;5106224,0;4118204,0;445,0
26/08/2022;5106224,0;4118204,0;430,0
16/09/2022;5106224,0;4118204,0;392,5
30/09/2022;5106224,0;4118204,0;412,5
07/10/2022;5106224,0;4118204,0;402,5
14/10/2022;5106224,0;4118204,0;390,0
18/11/2022;5106224,0;4118204,0;354,0
02/12/2022;5106224,0;4118204,0;400,0
09/12/2022;5106224,0;4118204,0;447,5
23/12/2022;5106224,0;4118204,0;455,0
20/01/2023;5106224,0;4118204,0;410,0
27/01/2023;5106224,0;4118204,0;404,5
03/02/2023;5106224,0;4118204,0;451,0
10/02/2023;5106224,0;4118204,0;507,0
24/02/2023;5106224,0;4118204,0;490,0
03/03/2023;5106224,0;4118204,0;460,0
10/03/2023;5106224,0;4118204,0;450,0
24/03/2023;5106224,0;4118204,0;415,0
14/07/2023;5106224,0;4118204,0;523,75
21/07/2023;5106224,0;4118204,0;515,84
04/08/2023;5106224,0;4118204,0;495,0
11/08/2023;5106224,0;4118204,0;485,0
15/09/2023;5106224,0;4118204,0;506,67
22/09/2023;5106224,0;4118204,0;509,25
29/09/2023;5106224,0;4118204,0;516,5
27/10/2023;5106224,0;4118204,0;499,0
17/11/2023;5106224,0;4118204,0;487,0
24/11/2023;5106224,0;4118204,0;497,5
22/12/2023;5106224,0;4118204,0;440,0
28/12/2023;5106224,0;4118204,0;470,0
09/02/2024;5106224,0;4118204,0;420,0
15/03/2024;5106224,0;4118204,0;382,5
22/03/2024;5106224,0;4118204,0;373,0
